X,Y
0.046013016,-0.000583473
0.104282123,0.00329769
0.167091681,0.004789841
0.216700301,0.00837088
0.279089446,0.019202823
0.337358554,0.023818752
0.395627661,0.031888083
0.453896769,0.040471751
0.512165877,0.052361867
0.572642147,0.067202798
0.628704092,0.079485285
0.6869732,0.097106578
0.745242307,0.114213535
0.803511415,0.131540922
0.857996814,0.147982191
0.907825342,0.16959815
0.96429676,0.184825042
1.014283881,0.202640191
1.060954927,0.219392942
1.099530946,0.238328852
1.153126061,0.251817054
1.198593622,0.265889855
1.244623006,0.291069747
1.267772422,0.309769594
1.317339,0.325565375
1.368250897,0.343667553
1.421517102,0.36662764
1.456201094,0.386720396
1.500789109,0.401844756
1.553328886,0.420440461
1.602452548,0.439753556
1.645058587,0.459848626
1.683551513,0.478752858
1.725222754,0.498326544
1.768535085,0.516118953
1.812626415,0.534728345
1.858787656,0.553841573
1.898807648,0.570636925
1.953296281,0.588209142
2.011977392,0.608752263
2.053648633,0.626662316
2.096026166,0.64458568
2.138403699,0.662711105
2.18171603,0.681050267
2.240272768,0.700935972
2.281427872,0.720013689
2.340403272,0.736273056
2.382831254,0.752112778
2.413526587,0.764855911
2.466014625,0.783636871
2.525981551,0.80078301
2.567476218,0.817515858
2.612880718,0.836499361
2.67342005,0.857326874
2.731689158,0.872964298
2.789958266,0.887205666
2.848227373,0.900491838
2.889427752,0.9168563
2.943576822,0.916157665
3.00184593,0.937489528
3.060115037,0.947689682
3.118384145,0.956420302
3.176653253,0.965297876
3.23492236,0.971383338
3.293191468,0.977542277
3.351460575,0.983113402
3.409729683,0.987949761
3.467998791,0.992712644
3.526267898,0.995197751
3.584537006,0.995331605
3.642806114,0.995318507
3.701075221,0.995305408
3.759344329,0.99529231
3.817613436,0.995279211
3.875882544,0.993429197
3.93827169,0.988688856
3.992420759,0.987111563
4.046149417,0.9851248
4.070656205,0.973834976
4.120799756,0.971581836
4.155876957,0.967376521
4.209605615,0.965139151
4.267874723,0.959541828
4.32614383,0.954899701
4.384412938,0.949596285
4.442682046,0.943998963
4.500951153,0.939871173
4.559220261,0.93427385
4.617489368,0.927574378
4.675758476,0.920580999
4.734027584,0.913440667
4.792296691,0.907402485
4.850565799,0.901952115
4.908834907,0.897089559
4.969311177,0.890016084
5.022989386,0.889517148
5.083642229,0.885000095
5.141911337,0.881386642
5.200180445,0.877920141
5.258449552,0.875335361
5.31671866,0.873705776
5.372604031,0.868601283
5.433256875,0.868756645
5.491525983,0.868817023
5.54979509,0.868803924
5.608064198,0.868790825
5.666333306,0.868777727
5.724602413,0.870895451
5.782871521,0.875437903
5.841140629,0.880641646
5.899409736,0.887021014
5.957678844,0.893547336
6.015947951,0.903674012
6.074217059,0.910714671
6.132486167,0.920694394
6.190755274,0.934641856
6.249024382,0.947413691
6.304644894,0.961501354
6.363670743,0.976323192
6.40970586,0.985888983
6.471506429,0.991890518
6.529775537,0.993053045
6.592585094,0.988024933
6.632776485,0.977745974
6.664853923,0.958178428
6.695401061,0.931966528
6.726831064,0.909274777
6.744841516,0.891893505
6.771001493,0.869959371
6.799490876,0.843736881
6.815823883,0.821282017
6.828344518,0.800828206
6.847077314,0.780898765
6.864087185,0.762898065
6.874092991,0.745473689
6.879871745,0.722066001
6.899443836,0.69599839
6.914840619,0.664944188
6.927947772,0.638616354
6.943363958,0.614204988
6.964145248,0.593221526
6.966793844,0.575632025
6.974739631,0.556501822
