X,Y
0.128533579,0.013805828
0.365697481,0.05218441
0.523699865,0.100536299
0.655319746,0.15121802
0.773746287,0.203509441
0.879003179,0.252364581
0.984262592,0.300682915
1.089506883,0.352222087
1.221117691,0.404836312
1.299985383,0.457447656
1.405194391,0.516502117
1.51041852,0.57233574
1.615635089,0.629779782
1.728789335,0.68164147
1.826083347,0.741447028
1.92475491,0.788691389
2.010210452,0.842376706
2.115432061,0.898747135
2.220691473,0.947065469
2.418269331,0.991556371
2.629345108,0.969562084
2.748236042,0.922937985
2.853984376,0.867115883
2.95973019,0.811830587
3.065491126,0.753324454
3.171226859,0.700186384
3.276970153,0.645437895
3.382670603,0.599815114
3.488388695,0.550434688
3.607285005,0.502665402
3.752590677,0.44684546
3.911045164,0.398899399
4.082671509,0.353919274
4.280677092,0.307304607
4.518243901,0.259863885
4.79535595,0.215001994
5.085616295,0.178124598
5.375850979,0.146712866
5.666059087,0.120962002
5.956242451,0.1004816
6.246410235,0.083319638
6.536563357,0.069280912
6.826714645,0.055632592
6.998127022,0.056227559
