X,Y
0.607507774,0.043578498
0.627338811,0.03345704
0.645937198,0.01939946
0.669482063,0.010402609
0.72026222,0.009278003
0.756111018,0.054824561
0.76596762,0.089406208
0.782009617,0.128767431
0.80362904,0.165317139
0.824011218,0.201023392
0.840688343,0.229700855
0.869730407,0.271873594
0.889514227,0.293522267
0.900651532,0.299707602
0.914278788,0.297177238
0.931640347,0.281995052
0.939717755,0.263720198
0.9509169,0.228295097
0.962743653,0.187246964
0.971456606,0.158007197
0.980164546,0.132141251
1.002420769,0.156882591
1.019075748,0.200461089
1.03762274,0.220985155
1.062385629,0.225764732
1.080972317,0.219579397
1.099566943,0.208052182
1.121269936,0.18837157
1.148554535,0.163067926
1.180800653,0.132703554
1.200645061,0.113585245
1.220481948,0.099527665
1.246521361,0.078722447
1.274411838,0.062415655
1.303535383,0.049763833
1.336373173,0.037955466
1.368587535,0.028958614
1.42805265,0.017431399
1.48069557,0.012932973
1.534576155,0.008996851
1.592167224,0.008434548
