X,Y
0.119197089,0.00260107
0.408802847,0.024551805
0.645860802,0.064700892
0.830312775,0.111071401
1.001630642,0.162577138
1.146615698,0.211054932
1.265280912,0.259174691
1.370805859,0.311161218
1.476328718,0.362718103
1.581864622,0.416960243
1.690002073,0.464972592
1.766558323,0.513092352
1.826022938,0.564327007
1.898621038,0.610298563
1.977820577,0.660781346
2.038615707,0.715023486
2.109930251,0.767654473
2.18121975,0.815129772
2.268384115,0.879898109
2.373927846,0.935751402
2.571569329,0.988392153
2.861031647,0.980814854
3.15036191,0.946053014
3.439893291,0.952692916
3.729580888,0.991490774
3.913691919,0.967676093
4.00557193,0.919639875
4.081593366,0.857664202
4.123472248,0.810300292
4.175849114,0.756913456
4.238726003,0.697923786
4.293730107,0.643595718
4.333000002,0.600930008
4.385397352,0.551760016
4.450918678,0.495369673
4.537464224,0.432749539
4.617033872,0.37882963
4.739569928,0.320828134
4.84461015,0.273030604
4.975949342,0.221294702
5.146803579,0.177358825
5.35712412,0.131189497
5.620128269,0.094778532
5.909494581,0.06743776
6.198898841,0.047908636
6.48833156,0.03423825
6.777784202,0.02466898
6.961990364,0.02043767
