X,Y
0.606926966,0.017712551
0.624887301,0.016306793
0.645950152,0.010683761
0.666391663,0.006466487
0.689303907,0.006466487
0.725838811,0.00702879
0.741307939,0.015182186
0.749965319,0.023335583
0.761090505,0.037674314
0.774693527,0.051450742
0.783346728,0.062415655
0.801277813,0.080690508
0.81920848,0.099246514
0.830337427,0.111054881
0.856299539,0.142262708
0.877316009,0.167847503
0.903895699,0.200179937
0.92244854,0.216767881
0.936691286,0.216767881
0.944127716,0.21311291
0.946623936,0.200179937
0.958434393,0.170096716
0.970254042,0.13382816
0.981446084,0.103182636
1.003685175,0.139451192
1.01231832,0.163911381
1.028981656,0.201866847
1.043175096,0.235042735
1.056760986,0.260346379
1.070349382,0.283963113
1.085173354,0.309547908
1.101231647,0.33794422
1.116685732,0.356219073
1.129054433,0.367183986
1.139569562,0.375337382
1.158155832,0.369433198
1.167460875,0.358468286
1.181748331,0.328385065
1.193563383,0.295209177
1.206623621,0.257534863
1.237721077,0.166722897
1.245803917,0.144793072
1.255741999,0.124550157
1.270018173,0.10205803
1.286152932,0.079003599
1.304760929,0.058479532
1.321501567,0.044421952
1.341334275,0.033175888
1.366117639,0.024179037
1.389657489,0.018556005
1.429299088,0.012089519
1.457787087,0.010402609
1.485037005,0.008434548
1.535199583,0.006185335
1.569878827,0.00534188
1.59279107,0.00534188
