X,Y
0.606690145,0.051618295
0.706195091,0.01627509
0.806130754,0.066265175
0.903194258,0.247922213
1.002751757,0.171745669
1.102692353,0.217902421
1.200072675,0.153392761
1.299660204,0.053882881
1.397001486,0.019706557
1.497015227,0.009029969
