X,Y
0.606277632,0.037955466
0.626102819,0.03177013
0.636020008,0.025584795
0.647799544,0.016306793
0.66019248,0.010964912
0.679392567,0.0087157
0.711594393,0.008153396
0.72397939,0.008153396
0.741289136,0.027834008
0.768448798,0.086594692
0.785740994,0.118083671
0.795618488,0.138607737
0.809203124,0.164754836
0.841938542,0.22182861
0.85738636,0.244320738
0.878394473,0.275528565
0.899413868,0.299145299
0.914277535,0.298020693
0.933503946,0.278058929
0.944073396,0.249662618
0.952803064,0.209176788
0.965254498,0.164473684
0.981414745,0.124269006
1.001177255,0.16025641
1.019054855,0.214518668
1.034503927,0.236167341
1.045629531,0.250224921
1.062960169,0.255847953
1.080917161,0.256691408
1.097649023,0.248538012
1.114388825,0.235042735
1.130506035,0.223796671
1.147877622,0.201866847
1.195020417,0.148166892
1.217344749,0.127080522
1.239670753,0.104869546
1.275632788,0.074224022
1.289889741,0.064664867
1.312820787,0.052013045
1.336988244,0.040766982
1.371064534,0.028958614
1.412566808,0.020524067
1.468308485,0.014338731
1.521569401,0.010683761
1.594644641,0.008153396
