X,Y
0.200359242,0.001958864
0.299967342,0.00359125
0.401208361,0.005223637
0.50163292,0.00848841
0.602057479,0.020731309
0.700849118,0.042768528
0.800457218,0.068070519
0.901698236,0.118674502
1.001306336,0.193764283
1.100097975,0.291707476
1.200522534,0.392099249
1.300947093,0.47698335
1.400555193,0.549624551
1.499346832,0.615736206
1.600587851,0.676134509
1.70101241,0.723473719
1.801436969,0.75612145
1.899412149,0.771629122
2.001469628,0.767548155
2.101077727,0.74877571
2.199869366,0.718576559
2.300293926,0.682664055
2.401534944,0.645119164
2.500326584,0.599412341
2.599934683,0.55941887
2.700359242,0.512895854
2.800783801,0.459843291
2.899575441,0.407606921
3.00163292,0.357819132
