X,Y
0.175348511,0.009012403
0.426585279,0.04393468
0.625068127,0.095088466
0.783918878,0.147026973
0.916327906,0.196016244
1.035515894,0.243500215
1.154718968,0.293561623
1.290929501,0.347092607
1.37333001,0.397655295
1.459533281,0.452974482
1.565548627,0.50722243
1.663587602,0.553092629
1.75108884,0.604438446
1.843918136,0.663159316
1.897028997,0.707913679
1.983186174,0.755357362
2.056148919,0.805842058
2.142333333,0.857939447
2.228517747,0.910036837
2.347736594,0.962793304
2.559308839,0.992960019
2.770474182,0.953604726
2.902294882,0.902073934
3.034085412,0.845388268
3.16589857,0.792568757
3.31092313,0.739607851
3.45596948,0.690369911
3.614238368,0.64289297
3.812132394,0.593442313
4.062879546,0.544710145
4.353321419,0.505892831
4.643877575,0.486601558
4.934542299,0.485860026
5.225362449,0.511673911
5.45026901,0.562699953
5.595925059,0.617633446
5.686042346,0.664469106
5.755078294,0.721253666
5.8214301,0.770914115
5.874571341,0.820859151
6.028172754,0.878872327
6.034093574,0.987525163
6.025862183,0.935575594
6.19190397,0.861711679
6.187177231,0.806582556
6.225521643,0.736281056
6.277935645,0.661972124
6.330325008,0.583453377
6.374832534,0.512708823
6.440469462,0.440227372
6.503541884,0.381062323
6.563170867,0.335535734
6.650918639,0.278509969
6.782680954,0.217003539
6.927741551,0.170199846
