X,Y
0.199950724,0.002729178
0.30111993,0.003647468
0.401394169,0.005458726
0.499879142,0.010842297
0.601052347,0.022478862
0.701330584,0.035008394
0.799824553,0.064508082
0.901028079,0.157424892
1.00137962,0.366456117
1.10082953,0.558516519
1.200262781,0.705917445
1.300504367,0.620196131
1.400716965,0.456767329
1.501003533,0.491626598
1.601289768,0.525592678
1.699789068,0.569383399
1.800970269,0.602456512
1.900358538,0.629276854
2.001534408,0.648058934
2.101810314,0.65433614
2.201185588,0.646322091
2.300557198,0.628482957
2.401715408,0.599925993
2.501975987,0.565116481
2.601340266,0.527627178
2.702491479,0.480313235
2.800955793,0.430319056
2.901210374,0.379432133
3.000569322,0.327651798
