X,Y
0.200310202,0.00296856
0.299818427,0.005396224
0.40013511,0.006206652
0.500452884,0.010251581
0.599155104,0.02157411
0.699474241,0.029662166
0.799799374,0.055539979
0.900941142,0.104059317
0.999664896,0.179263247
1.099208556,0.286812206
1.199561764,0.39597843
1.299897801,0.454201257
1.400206307,0.430752925
1.498919157,0.473611841
1.600059291,0.517279427
1.700387967,0.55366937
1.800716371,0.589250688
1.900235227,0.62321474
2.000555726,0.635345923
2.10087241,0.636156351
2.199571904,0.639392626
2.301499235,0.618370199
2.400189734,0.594921837
2.501303428,0.560152765
2.599989021,0.522149147
2.699480074,0.473633415
2.800589678,0.426734962
2.900888644,0.374984743
2.998761146,0.324851731
