X,Y
0.704829468,0.368152459
0.80414734,0.526219705
0.90308322,0.612557069
1.0020191,0.670483745
1.100572988,0.651898542
1.198744884,0.617560955
1.297680764,0.549186646
1.396998636,0.48221873
1.495934516,0.458007572
1.594106412,0.433515273
1.594106412,0.433515273
