X,Y
1.205662686,0.052513128
5.192193417,0.052513128
5.826414215,0.700675169
6.339831052,1.67291823
6.898549374,3.941485371
7.364986892,7.164291073
7.553743082,10.31507877
7.847363822,15.04126032
8.214389747,21.94298575
8.546460821,32.82070518
8.764928634,43.13578395
8.930964171,55.51387847
9.062044859,65.64141035
9.201864259,78.76969242
9.297990096,88.89722431
9.394115934,101.6504126
9.472764346,112.9032258
9.560151471,125.4688672
9.630061171,136.1590398
9.769880571,148.7246812
10.03204195,146.4741185
10.25924847,134.8462116
10.4165453,124.156039
10.6961841,111.7779445
10.92339062,103.9009752
11.13311972,98.46211553
11.36032625,94.14853713
11.77978445,88.52213053
12.08563938,84.95873968
12.34780076,83.2708177
12.80221381,80.4576144
13.39644626,78.01950488
13.92076901,76.51912978
14.54121759,74.26856714
15.64229537,72.39309827
16.72589572,70.51762941
17.80075736,68.64216054
18.8843577,66.95423856
20.02912904,64.89122281
21.13894553,62.82820705
22.22254588,61.51537884
23.31488494,60.01500375
24.45965628,58.13953488
25.49082435,56.63915979
26.61811826,55.1387847
27.75415089,53.45086272
28.86396738,51.76294074
29.96504515,50.63765941
