X,Y
1.215729682,0.052513128
8.463967375,0.592648162
9.634255753,1.942985746
10.42703175,4.373593398
11.05621905,6.80420105
11.49665016,10.8552138
11.96224876,15.71642911
12.35234489,21.65791448
12.52851733,26.24906227
12.69210603,31.11027757
12.86827847,35.97149287
13.06961841,44.3435859
13.24579085,53.52588147
13.4219633,64.59864966
13.52263327,73.78094524
13.64847073,83.23330833
13.7239732,94.036009
13.79947568,102.1380345
13.84981066,110.780195
13.95048063,125.363841
14.07631809,145.8889722
14.1895718,164.2535634
14.25249053,172.8957239
14.59225167,163.9834959
14.69292164,152.3705926
14.83134285,140.2175544
14.96976405,128.3345836
15.10818526,119.1522881
15.2843577,107.2693173
15.58636761,95.11627907
16.03938246,83.23330833
16.53014856,75.94148537
17.05866589,69.72993248
17.67526944,65.67891973
18.37995922,61.89797449
19.41182639,58.92723181
20.51919604,56.49662416
21.65173318,54.60615154
23.36312263,52.4456114
24.64666472,50.8252063
26.23221672,49.2048012
29.95700553,45.69392348
