X,Y
4.981481481,0.257072967
5.998148148,0.345525461
7.014814815,0.375714437
8.014814815,0.3654612
8.998148148,0.310653032
10.02592593,0.25310432
10.98148148,0.207206249
12.0037037,0.164737349
13.00925926,0.137347942
13.99814815,0.11475623
15.02592593,0.088738364
16.02037037,0.071630437
16.99259259,0.060005501
