X,Y
0.608295587,0.136499663
0.705675074,0.168205509
0.805868167,0.094438894
0.903282452,0.353197049
1.002819515,0.212059379
1.102405556,0.288621751
1.199533583,0.236157147
1.29899606,0.144205475
1.399175234,0.079617937
1.497787865,0.048109526
1.595621033,0.030629423
