X,Y
4.002483884,28.45203244
6.000171886,125.6268794
7.994501316,349.1823454
8.993562022,498.0139495
9.251445416,510.5739785
9.512923397,505.9302189
9.752567801,481.4371277
10.00670785,442.3864583
10.99413943,251.7778721
12.00712505,122.0424717
14.00439823,27.33076815
16.00183591,8.712007069
